index,url,valid,domain,title,description,image,published,archive,content,quote,language,keyword
https://www.science.org/content/article/hundreds-new-primate-genomes-offer-window-human-health-and-our-past,https://www.science.org/content/article/hundreds-new-primate-genomes-offer-window-human-health-and-our-past,0,www.science.org,Hundreds of new primate genomes offer window into human health—and our past,"Sequencing efforts reveal lots of inbreeding among species, could aid conservation",https://www.science.org/do/10.1126/science.adj0257/abs/_20230601_nid_primate_genomes.jpg,2023-06-01T18:00:00Z,https://web.archive.org/web/20230601190537/https://www.science.org/content/article/hundreds-new-primate-genomes-offer-window-human-health-and-our-past,"Humans have long seen themselves mirrored in other primates, with apes’ social behavior and cognitive abilities shedding light on our own. Now, two international teams have stared deeper into the mir… [+9104 chars]",,en,'endangered species'
https://www.thestar.com.my/news/nation/2023/06/01/two-malaysian-universities-in-top-10-of-the-impact-rankings,https://www.thestar.com.my/news/nation/2023/06/01/two-malaysian-universities-in-top-10-of-the-impact-rankings,0,www.thestar.com.my,Two Malaysian universities in top 10 of THE Impact Rankings,PETALING JAYA: Two Malaysian universities have claimed top spots in the latest edition of the Times Higher Education (THE) Impact Rankings 2023. Read full story,https://apicms.thestar.com.my/uploads/images/2023/06/01/2105137.jpg,2023-06-01T11:23:00Z,https://web.archive.org/web/20230601141617/https://www.thestar.com.my/news/nation/2023/06/01/two-malaysian-universities-in-top-10-of-the-impact-rankings,"PETALING JAYA: Two Malaysian universities have claimed top spots in the latest edition of the Times Higher Education (THE) Impact Rankings 2023.
Universiti Sains Malaysia (USM) maintained its positi… [+2012 chars]",,en,'SDG 14'
https://www.abc.net.au/news/2023-06-01/deep-sea-submarine-explores-depths-of-indian-ocean/102417470,https://www.abc.net.au/news/2023-06-01/deep-sea-submarine-explores-depths-of-indian-ocean/102417470,0,www.abc.net.au,Scientists amazed by 'incredible' deep-sea diversity after dive off WA coast,"A research paper reveals that scientists observed 52 different organisms in three hours during a survey of the 5,500-metre-deep Wallaby-Cuvier Escarpment.",https://live-production.wcms.abc-cdn.net.au/74c1f335d6817e4d30930600c1f356af?impolicy=wcms_crop_resize&cropH=1825&cropW=3244&xPos=0&yPos=299&width=862&height=485,2023-06-01T04:54:55Z,https://web.archive.org/web/20230601045806/https://www.abc.net.au/news/2023-06-01/deep-sea-submarine-explores-depths-of-indian-ocean/102417470,"Scientists are delighted with the diversity of species observed in deep in the Indian Ocean off the coast of Western Australia.
Key points:
<ul><li>A small manned submarine was used to explore habi… [+2843 chars]",,en,'diversity of species'
https://www.business-standard.com/world-news/north-japan-s-niigata-steps-up-efforts-to-eradicate-raccoons-report-123060200748_1.html,https://www.business-standard.com/world-news/north-japan-s-niigata-steps-up-efforts-to-eradicate-raccoons-report-123060200748_1.html,0,www.business-standard.com,North Japan's Niigata steps up efforts to eradicate raccoons: Report,"Since 2005, Japan has labeled raccoons as an invasive alien species as they have damaged about 80 per cent of the country's temples",https://bsmedia.business-standard.com/_media/bs/img/article/2023-06/02/full/1685707516-6157.jpeg,2023-06-02T12:16:11Z,https://web.archive.org/web/20230603023713/https://www.business-standard.com/world-news/north-japan-s-niigata-steps-up-efforts-to-eradicate-raccoons-report-123060200748_1.html,"Unsubscribe to continue
This is a subscriber only feature Subscribe Now to get daily updates on WhatsApp",,en,'invasive alien species'
https://www.irishtimes.com/life-style/gardening/2023/06/03/your-gardening-questions-answered-how-can-i-get-rid-of-my-this-weed-invading-my-lawn/,https://www.irishtimes.com/life-style/gardening/2023/06/03/your-gardening-questions-answered-how-can-i-get-rid-of-my-this-weed-invading-my-lawn/,0,www.irishtimes.com,Your gardening questions answered: How can I get rid of my this weed invading my lawn?,"Considered by many as an invasive weed, it’s not easy to remove",https://www.irishtimes.com/resizer/biwrYTdUITBs3c2oTTAbAmBeBuE=/1200x630/filters:format(jpg):quality(70):focal(1378x1972:1388x1982)/cloudfront-eu-central-1.images.arcpublishing.com/irishtimes/GSGYGBBNJNFRHILZADDYUYEGYQ.jpg,2023-06-03T04:00:00Z,https://web.archive.org/web/20230603072100/https://www.irishtimes.com/life-style/gardening/2023/06/03/your-gardening-questions-answered-how-can-i-get-rid-of-my-this-weed-invading-my-lawn/,"Q: I have an infestation of (seepicture) in numerous parts of my lawn. It seems resistant to lawn weed killer. Any suggestions?
A: The plant in your photo is a pretty little native wildflower known … [+2318 chars]",,en,'invasive alien species'
